Internal Accession Code,Specific Epiphet,Genus,Species,Author,Variety,Subspecies,Cultivar,Botanical Synonyms,Common Name,Pinyin (Plant Name),Mandarin (Plant Name),Pinyin (Medicinal Material),Pharmaceutical Name,MPNS Link,FOC Link,Kew POW Link,Mandarin (Medicinal Material),Plant Family,Plant Class,Aquatic or Terrestrial,Growth Habit,Deciduous/ Evergreen,Lifecycle,Plant Classification,Reproductive Morphology,Flowering Period,Fruiting Period,Habitat,Plant Origin (province/ region),Endemic,Range/ Distribution,Range in China,Worldwide Conservation Status (IUCN Red List),National Conservation Status (China),Protected Status,Invasive?,Invasive Range,,Pharmacopoeia or Substitute Species?,Plant Part Used,Medicinal Material,Harvesting Time,Primary Processing,Secondary Processing,Plant under Cultivation?,Cultivation Regions,Wild-Harvesting Regions,Production Regions,Harvesting Practice,Daodi Status,Daodi Regions,Taste,Energy Flow,Meridian,TCM Properties,Medicinal/ Pharmacological Properties,Indications,Toxicity,Secondary Metabolites,Folk Medicinal Uses,Other Cultural Uses,Ornamental,,IUCN Red List Link,Species+ Link
AKEQUI-CAU-1,Akebia quinata (Houtt.) Decne.,Akebia,quinata,(Houtt.) Decne.,,,,Rajania quinata,"Chocolate Vine, Five-Leaf Akebia",mu tong,木通,Mu Tong,Akebiae Caulis,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=517411&query=Akebia+quinata+%28Houtt.%29+Decne.&filter=&fuzzy=false&nameType=all&dbs=wcs,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200008288,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:106376-1,木通,Lardizabalaceae,,Terrestrial,Woody vine,Deciduous,Perennial,Vascular,Monoecious,April-May,"June, July, August",Broad-leaved deciduous forests near valleys and streams (300-1500 m altitude),China,No,"China, Japan, Korea","Guangdong, Hong Kong, Jiangxi, Hunan, Hubei, Sichuan, Fujian, Henan",Not evaluated,Least concern,,Yes,USA,,Pharmacopoeia,Stem,Akebiae Caulis,,,,Yes,,,,"Cultivated, wild-harvested",,,Bitter,Cold,"Heart, small intestine, bladder","Drains dampness, clears heat, promotes urination","Diuretic, anti-inflammatory, analgesic, antibacterial, cardiostimulatory","Stomachache, irregular menstruation, abdominal pain, dysmenorrhea",,,,Edible fruits,Y,,,
AKETRI-CAU-1,Akebia trifoliata (Thunb.) Koidz.,Akebia,trifoliata,(Thunb.) Koidz.,,,,"Akebia lobata, Akebia trifoliata subsp. australis","Chocolate Vine, Five-Leaf Akebia",san ye mu tong,三叶木通,Mu Tong,Akebiae Caulis,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=517421&query=Akebia+trifoliata+%28Thunb.%29+Koidz.&filter=&fuzzy=false&nameType=all&dbs=wcs,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200008289,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:462097-1,木通,Lardizabalaceae,,Terrestrial,Woody vine,Deciduous,Perennial,,Dioecious,April-May,July-August,Open forests or thickets of valleys (300-1500 m altitude),China,"Yes (subsp. australis, longisepala)",China,"Anhui, Fujian, Guangdong, Guizhou, Henan, Hubei, Hunan, Jiangsu, Jiangxi, Shaanxi, Sichuan, Shanxi, Taiwan, Yunnan, Zhejiang",Not evaluated,Least concern,,Possible,,,Pharmacopoeia,Stem,Akebiae Caulis,,,,Yes,,,,"Cultivated, wild-harvested",,,Bitter,Cold,"Heart, small intestine, bladder","Drains dampness, clears heat, promotes urination","Anti-proliferation, antibacterial","Stomachache, irregular menstruation, abdominal pain, dysmenorrhea",,,,Edible fruits,Y,,,
AKETRI-FRU-1,Akebia trifoliata (Thunb.) Koidz.,Akebia,trifoliata,(Thunb.) Koidz.,,,,"Akebia lobata Decne., Akebia trifoliata subsp. australis (Diels) T.Shimizu","Chocolate Vine, Five-Leaf Akebia",san ye mu tong,三叶木通,Ba Yue Zha,Akebiae Fructus,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=517421&query=Akebia+trifoliata+%28Thunb.%29+Koidz.&filter=&fuzzy=false&nameType=all&dbs=wcs,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200008289,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:462097-1,,Lardizabalaceae,,Terrestrial,Woody vine,Deciduous,Perennial,Vascular,Dioecious,April-May,July-August,Open forests or thickets of valleys (300-1500 m altitude),China,"Yes (subsp. australis, longisepala)",China,"Anhui, Fujian, Guangdong, Guizhou, Henan, Hubei, Hunan, Jiangsu, Jiangxi, Shaanxi, Sichuan, Shanxi, Taiwan, Yunnan, Zhejiang",Not evaluated,Least concern,,Possible,,,Pharmacopoeia,Fruit,Akebiae Fructus,,,,Yes,,,,,,,,,,,,,,,,Ornamental,Y,,,
,Alangium chinense (Lour.) Harms,Alangium,chinense,(Lour.) Harms,,,,,,ba jiao feng,八角枫,Ba Jiao Feng,,,,,八角枫,Cornaceae,,Terrestrial,"Tree, shrub",Deciduous,Perennial,Vascular,Monoecious,May-August,July-November,Moist valleys and mixed forests on hillsides,,"Yes (subsp. Pauciflorum, strigosum, triangulare)","China, Bangladesh, Ethopia, India, Laos, Kenya, Nepal, Philippines, Rwanda, Sudan, Thailand, Uganda, Vietnam, Zambia, Zimbabwe",(South China),Not evaluated,Least concern,,Yes,Manipur,,,Root,,,,,,,,,,,,"Pungent, bitter",Warm,"Liver, kidney, heart","Expels wind and dampness, activates the collaterals, promotes blood circulation, relaxes the muscles",,"Rheumatoid arthritis, bruises, injuries",,,,,P,,,
ALBJUL-COR-1,Albizia julibrissin Durazz.,Albizia,julibrissin,Durazz.,,,,,Silk Tree,he huan,合欢,He Huan Pi,Albiziae Cortex,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2627374&query=Albizia+julibrissin+Durazz.&filter=&fuzzy=false&nameType=all&dbs=wcs,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200011875,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:473275-1,合歡皮,Fabaceae,Rosids,Terrestrial,Tree,Deciduous,Perennial,Vascular,,,,River banks and disturbed places at low altitude,"China, Korea, Iran",No,"Assam, Bangladesh, China,  India, Iran, Japan, Korea, Myanmar, Nansei-shoto, Nepal, Pakistan, Tibet, Transcaucasus, West Himalaya",,Not evaluated,Least concern,,Yes,"USA, Japan",,Pharmacopoeia,Stem-bark,Albiziae Cortex,,,,Yes,"Anhui, Fujian, Gansu, Guizhou, Henan, Hubei, Hunan, Jiangsu, Jiangxi, Liaoning (?), Shaanxi (?), Shandong, Shanxi, Taiwan, Yunnan, Zhejiang",None,,Wild-harvested,No,None,Sweet,Neutral,"Heart, liver","Calms the shen, regulates qi, invigorates blood","Immunomodulatory, anti-inflammatory, antidepressant, anti-insomnia, neuroprotective, sedative","Anxiety, depression, insomnia, bruises, fractures, conjunctivitis",Safety class 2b,"Julibroside I, II, III",,Ornamental,Y,,,
ALBJUL-FLO-1,Albizia julibrissin Durazz.,Albizia,julibrissin,Durazz.,,,,,Silk Tree,he huan,合欢,He Huan Hua,Albiziae Flos,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2627374&query=Albizia+julibrissin+Durazz.&filter=&fuzzy=false&nameType=all&dbs=wcs,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200011875,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:473275-1,,Fabaceae,,Terrestrial,Tree,Deciduous,Perennial,Vascular,,,,River banks and disturbed places at low altitude,,No,"Assam, Bangladesh, China,  India, Iran, Japan, Korea, Myanmar, Nepal, Pakistan, Tibet",,Not evaluated,Least concern,,Yes,"USA, Japan",,Pharmacopoeia,Flower-Head,Albiziae Flos,,,,,,,,,No,None,,,,,,,,,,Ornamental,Y,,,
ALIORI-RHI-1,Alisma plantago-aquatica L. var. orientale Sam.,Alisma,plantago-aquatica,L.,orientale Sam.,,,Alisma orientale (Sam.) Juz,Asian Water Plantain,dong fang ze xie,东方泽泻,Ze Xie,Alismatis Rhizoma,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=294847&query=Alisma+plantago-aquatica+L.&filter=&fuzzy=false&nameType=all&dbs=wcs,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200024711,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60444562-2,澤瀉,Alismataceae,,Aquatic,Herbaceous,,Perennial,Vascular,Monoecious,May-September,May-September,"Damp places along margins of marshes, ponds, lakes, ditches (up to 2500 m altitude)",China,No,"China, India, Japan, Kashmir, Korea, Mongolia, Myanmar, Nepal, Russia, Vietnam","Anhui, Fujian, Gansu, Guangdong, Guangxi, Guizhou, Hebei, Heilongjiang, Henan, Hubei, Hunan, Inner Mongolia, Jiangsu, Jiangxi, Jilin, Liaoning, Ningxia, Qinghai, Shaanxi, Shandong, Shanxi, Sichuan, Xinjiang, Yunnan, Zhejiang",Not evaluated,Least concern,,Possible,,,Pharmacopoeia,Rhizome,Alismatis Rhizoma,,,,Yes,"Fujian, Sichuan, Guangxi",,,"Cultivated, wild-harvested",Yes,"Fujian (Jian'ou, Pucheng, Jiangyang), Sichuan","Sweet, bland",Cold,"Bladder, kidney","Clears dampness and heat, promotes diuresis, purges kidney fire","Diuretic, anti-urolithiatic, antinephritic, antiatherosclerotic, immunomodulatory","Dysuria, diarrhea, oedema, urinary disorders",Safety class 1,Alisol B 23-acetate,,Vegetable,,,,
ALLCHI-BUL-1,Allium chinense G.Don,Allium,chinense,G.Don,,,,,"Chinese Onion, Chinese Scallion, Japanese Scallion",jiao tou,藠头,Xie Bai,Allii Macrostemi Bulbus,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=295288&query=Allium+chinense+G.Don&filter=&fuzzy=false&nameType=all&dbs=wcs,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200027461,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:527818-1,薤白,Amaryllidaceae,,Terrestrial,Herbaceous,,Annual,Vascular,Monoecious,October-November,October-November,,China,No,China,,Least concern,Least concern,,No,,,Pharmacopoeia,Bulb,Allii Macrostemi Bulbus,,,,Yes,,,,Cultivated,,,"Pungent, bitter",Warm,"Heart, lung, stomach, large intestine","Warms the center, activates yang, regulates qi, relaxes the chest","Anti-tumor, anti-spasmodic, antibacterial, antioxidant","Chest pain, chest tightness, angina pectoris, cough, chronic bronchitis, chronic stomachache, dysentery",,,,Food and healthfood,,,,
ALLFIS-BUL-1,Allium fistulosum L.,Allium,fistulosum,L.,,,,,"Welsh Onion, Japanese Bunching Onion",cong,葱,Cong Bai,Bulbus Allii Fistulosi,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=295569&query=Allium+fistulosum%C2%A0L.&filter=&fuzzy=false&nameType=all&dbs=wcs,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200027477,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:528046-1,蔥白,Amaryllidaceae,,Terrestrial,Herbaceous,,Annual,Vascular,Monoecious,April-July,April-August,Cultivated,China,No,,Cultivated throughout China,Not evaluated,,,,,,,Bulb,Bulbus Allii Fistulosi,Year-round,None (used fresh),,Yes,,,,Cultivated,,,Acrid,Warm,"Lung, stomach","Releases the exterior, induces sweating, disperses cold",,"Cold, headache, dysuria, abdominal pain",,Alliin,,,,,-,-
ALLMAC-BUL-1,Allium macrostemon Bunge,Allium,macrostemon,Bunge,,,,,"Chinese Garlic, Long-Stamened Onion",xie bai,薤白,Xie Bai,Allii Macrostemi Bulbus,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=295955&query=Allium+macrostemon+Bunge&filter=&fuzzy=false&nameType=all&dbs=wcs,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200027501,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:528368-1,薤白,Amaryllidaceae,,Terrestrial,Herbaceous,,Perennial,Vascular,Monoecious,May-July,May-July,"Hillsides, grasslands, along field ridges",,No,"China, Japan, Korea, Mongolia",All provinces,Least concern,Least concern,,No,,,Pharmacopoeia,Bulb,Allii Macrostemi Bulbus,,,,,,,,,,,"Pungent, bitter",Warm,"Heart, lung, stomach, large intestine","Warms the center, activates yang, regulates qi, relaxes the chest","Anti-tumor, anti-spasmodic, antibacterial, antioxidant","Chest pain, chest tightness, angina pectoris, cough, chronic bronchitis, chronic stomachache, dysentery",,,,Food and healthfood,P,,,
ALLTUB-SEM-1,Allium tuberosum Rottler ex Spreng.,Allium,tuberosum,Rottler ex Spreng.,,,,Allium chinense,"Garlic Chives, Chinese Chives, Chinese Leek",jiu,韭,Jiu Cai Zi,Semen Allii Tuberosi,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=296861&query=Allium+tuberosum%C2%A0Rottler+ex+Spreng.&filter=&fuzzy=false&nameType=all&dbs=wcs,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200027544,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:529062-1,韮菜子,Amaryllidaceae,,Terrestrial,Herbaceous,,Perennial,Vascular,Monoecious,July-September,July-September,Cultivated,,No,,Cultivated throughout China,Not evaluated,,,,,,Pharmacopoeia,Seed,Semen Allii Tuberosi,Autumn,"Fruit is sun-dried, seeds are removed, then cleaned of extraneous matter",,Yes,"Hebei, Shanxi, Jilin, Jiangsu, Shandong, Anhui, Henan",,,Cultivated,,,"Acrid, sweet",Warm,"Kidney, liver","Tonifies kidney and liver, strenghtens essence",,"Impotence, leucorrhea, spermatorrhea, urinary incontinence",,"Diallylsulfide, methyl allyl disulfide",,Ornamental,Y,,-,-
ALOFER-ALO-1,Aloe ferox Mill.,Aloe,ferox,Mill.,,,,,"Bitter Aloe, Cape Aloe",,,Lu Hui,Aloe,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=297380&query=Aloe+ferox%C2%A0Mill.&filter=&fuzzy=false&nameType=all&dbs=wcs,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:529449-1,蘆薈,Asphodelaceae,,Terrestrial,Succulent,Evergreen,Perennial,Vascular,Monoecious,,,,,No,South Africa,,Not evaluated,,CITES: Appendix II,,,,Pharmacopoeia,Leaf juice,Aloe,Year-round,"Fresh leaves are cut open, placed in a container, and the collected juice is dried",,,,,,,,,Bitter,Cold,"Large intestine, liver, stomach","Cools the liver, drains fire, guides out accumulation",,"Constipation, dizziness, insomnia, headache",,"Aloe emodin, aloin",,Ornamental,Y,,-,https://speciesplus.net/species#/taxon_concepts/14121/legal
ALOVER-ALO-1,Aloe vera (L.) Burm.f.,Aloe,vera,(L.) Burm.f.,,,,,Aloe,lu hui,芦荟,Lu Hui,,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=298116&query=Aloe+vera+%28L.%29+Burm.f.&filter=&fuzzy=false&nameType=all&dbs=wcs,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200027555,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:530017-1,蘆薈,Asphodelaceae (Liliaceae),,,,,,,,,,,,No,,,,,,,,,Pharmacopoeia,,,,,,,,,,,,,,,,,,,,,,,,,,
ALPGAL-FRU-1,Alpinia galanga (L.) Willd.,Alpinia,galanga,(L.) Willd.,,,,,"Greater Galangal, Siamese Ginger",hong dou kou,红豆蔻,Hong Dou Kou,Galangae Fructus,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=218790&query=Alpinia+galanga+%28L.%29+Willd.&filter=&fuzzy=false&nameType=all&dbs=wcs,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200028269,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:795279-1,,Zingiberaceae,,Terrestrial,Herbaceous,,Perennial,Vascular,Monoecious,May-August,September-November,"Humid forests in mountain valleys, or thickets and grasslands (100–1300 m altitude)",,No,"China, Bangladesh, Borneo, Cambodia, Malaysia, Myanmar, Philippines, Thailand, Vietnam","Hong Kong, Guangdong, Hainan, Taiwan, Fujian, Guangxi, Yunnan",Not evaluated,"Data deficient (var. galanga), least concern (var. pyramidata)",,No,,,Pharmacopoeia,Fruit,Galangae Fructus,,,,,,,,,,,Pungent,Warm,"Lung, spleen","Warms the spleen and stomach, disperses cold, promotes qi circulation, relieves pain",,"Vomiting, diarrhea, abdominal distension, dyspepsia",,,,Spice,,,,
ALPHAI-SEM-1,Alpinia hainanensis K.Schum,Alpinia,hainanensis,K.Schum,,,,Alpinia katsumadai Hayata,Katsumada Galangal,cao dou kou,草豆蔻,Cao Dou Kou,Alpinae Katsumadai Semen,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=218813&query=Alpinia+hainanensis+K.Schum&filter=&fuzzy=false&nameType=all&dbs=wcs,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200028274,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:795288-1,草豆蔻,Zingiberaceae,,Terrestrial,Herbaceous,,Perennial,Vascular,Monoecious,April-June,May-August,Sparse or dense sub-tropical and tropical forests on mountains,"China, Vietnam",No,"China, Vietnam","Guangdong, Guangxi, Hainan, Hong Kong, Yunnan",Not evaluated,Least concern,,No,,,Pharmacopoeia,Seed,Alpinae Katsumadai Semen,,,,Yes,Yunnan,"Guangdong, Guangxi, Hainan",,Wild-harvested,Yes,Hainan,Pungent,Warm,"Spleen, stomach","Dries dampness, invigorates the spleen, promotes qi circulation, stops vomiting",Anti-inflammatory,"Abdominal distension, nausea, acid regurgitation, vomiting",,"Ocimene, B-pinene, terpinene","Folk medicine for Dai people (Southwest China) for diarrhea, stomach distension","Food spice, ethnic medicine",,,,
ALPOFF-RHI-1,Alpinia officinarum Hance.,Alpinia,officinarum,Hance.,,,,,Lesser Galangal,gao liang jiang,高良姜,Gao Liang Jiang,Alpiniae Officinarum Rhizoma,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=218941&query=Alpinia+officinarum+Hance.&filter=&fuzzy=false&nameType=all&dbs=wcs,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200028288,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:795352-1,高良薑,Zingiberaceae,,Terrestrial,Herbaceous,,Perennial,Vascular,Monoecious,April-September,May-November,Deserted slopes and sparse forests,China,Yes,China,"Hong Kong, Guangdong, Hainan, Guangxi",,Least concern,,No,,,Pharmacopoeia,Rhizome,Alpiniae Officinarum Rhizoma,,,,Yes,Guangdong,"Guangdong, Guangxi, Hainan",,"Cultivated, wild-harvested",,,Pungent,Warm,"Spleen, stomach","Warms the stomach, disperses cold, promotes qi circulation, promotes digestion","Antioxidant, anti-diabetic","Abdominal pain, acute gastroenteritis",,"Galangin, quercetin, l,8-cineole",,Food,Y,,,
ALPOXY-FRU-1,Alpinia oxyphylla Miq.,Alpinia,oxyphylla,Miq.,,,,,"Sharp-Leaf Galangal, Bitter Cardamon",yi zhi,益智,Yi Zhi,Alpiniae Oxyphyllae Fructus,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=218949&query=Alpinia+oxyphylla+Miq.&filter=&fuzzy=false&nameType=all&dbs=wcs,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200028289,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:795356-1,益智,Zingiberaceae,Commelinids,Terrestrial,Herbaceous,,Perennial,Vascular,Monoecious,March-May,April-September,Shady and humid forests,China,Yes,China,"Fujian, Guangdong, Guangxi, Hainan, Yunnan",Not evaluated,Least concern,,Possible,,,Pharmacopoeia,Fruit,Alpiniae Oxyphyllae Fructus,,,,Yes,,"Fujian, Guangdong, Guangxi, Hainan, Yunnan",,"Cultivated, wild-harvested",Yes,Hainan,Pungent,Warm,"Spleen, kidney","Warms the spleen and kidneys, stops diarrhea, reduces urination","Anti-diarrheal, neuroprotective","Diarrhoea, abdominal pain, poor appetite",Official healthfood,"Tectochrysin, izalpinin, chrysin, nootkatone",,"Official healthfood, edible fruit",Y,,,
AMPJAP-RAD-1,Ampelopsis japonica (Thunb.) Makino,Ampelopsis,japonica,(Thunb.) Makino,,,,,Japanese Peppervine,bai lian,白蔹,Bai Lian,Ampelopsis Radix,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2634539&query=Ampelopsis+japonica+%28Thunb.%29+Makino&filter=&fuzzy=false&nameType=all&dbs=wcsCmp,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200013482,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:869647-1,,Vitacaea,,Terrestrial,Herbaceous liana,Deciduous,Perennial,Vascular,Monoecious,May-June,July-September,"Hills, bushes, grasslands (100-900 m altitude)",,No,China,"Liaoning, Jilin, Hebei, Shanxi, Shaanxi, Jiangsu, Zhejiang, Jiangxi, Henan, Hubei, Hunan, Guangdong, Guangxi, Sichuan",Not evaluated,Least concern,,No,,,Pharmacopoeia,Root,Ampelopsis Radix,,,,,,,,,,,Bitter,Cold,"Heart, liver, stomach","Clears heat, eliminates toxins, relieves swelling and pain",,"Bronchitis, leucorrhea, hemorrhoids, sores, boils",,,,,,,,
ANDPAN-HER-1,Andrographis paniculata (Burm.f.) Nees,Andrographis,paniculata,(Burm.f.) Nees,,,,,Green Chiretta,chuan xin lian,穿心莲,Chuan Xin Lian,Andrographitis Herba,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2637069&query=Andrographis+paniculata+%28Burm.f.%29+Nees&filter=&fuzzy=false&nameType=all&dbs=wcsCmp,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200021989,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:45226-1,,Acanthaceae,,Terrestrial,Herbaceous,,Annual,Vascular,Monoecious,July-September,August-October,,,,"India, Bangladesh, Nepal, Sri Lanka",,Not evaluated,,,No,,,Pharmacopoeia,Aerial herb,Andrographitis Herba,,,,,,,,,,,Bitter,Cold,"Heart, lung, liver, spleen","Clears heat, eliminates toxins, relieves swelling and pain",,"Tonsillitis, laryngitis, mumps, bronchitis, pneumonia, urinary tract infection, acute gastroenteritis",,,,,,,,
ANEASP-RHI-1,Anemarrhena asphodeloides Bunge,Anemarrhena,asphodeloides,Bunge,,,,,Anemarrhena,zhi mu,知母,Zhi Mu,Anemarrhenae Rhizoma,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=299155&query=Anemarrhena+asphodeloides+Bunge&filter=&fuzzy=false&nameType=all&dbs=wcs,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200027556,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:530140-1,知母,Liliaceae,,Terrestrial,Herbaceous,,Perennial,Vascular,Monoecious,May-August,August-September,"Scrub, steppe, open sandy grasslands (from sea-level to 1500 m altitude), sunny dry places on roadside",China,No,"China, Korea, Mongolia","(Northeast to South-central China) Gansu, Guizhou, Hebei, Heilongjiang, Inner Mongolia, Jiangsu, Jilin, Liaoning, Shanxi, Shandong, Shanxi, Sichuan",Not evaluated,Vulnerable,,No,,,Pharmacopoeia,Rhizome,Anemarrhenae Rhizoma,,,,Yes,"Hebei, Shaanxi, Inner Mongolia",,,"Cultivated, wild-harvested",Yes,Hebei,"Bitter, sweet",Cold,"Lung, stomach, kidney","Clears heat, purges fire, nourishes yin, moistens dryness","Anti-inflammatory, anti-cancer, antipyretic, diuretic, sedative","Fever, thirst, diabetes, cough",Safety class 2d; official healthfood,Mangiferin,,Official healthfood in China,,,,
ANEALT-RHI-1,Anemonoides altaica (Fisch. ex C.A.Mey.) Holub,Anemonoides,altaica,(Fisch. ex C.A.Mey.) Holub,,,,Anemone altaica,,a er tai yin lian hua,阿尔泰银莲花,Jiu Jie Chang Pu,Rhizoma Anemones Altaicae,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2638850&query=Anemonoides+altaica%C2%A0%28Fisch.+ex+C.A.Mey.%29+Holub&filter=&fuzzy=false&nameType=all&dbs=wcsCmp,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200007426,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2638013-4,九節菖蒲,Ranunculaceae,,Terrestrial,Herbaceous,,Perennial,Vascular,Monoecious,March-May,,"Scrub, forests, sides of streams (1200-1800 m. altitude)",,No,"China, Japan, Russia","W Henan, NW Hubei, S Shanxi, N Xinjiang",Not evaluated,Least concern,,,,,Adulterant,Rhizome,Rhizoma Anemones Altaicae,,,,,,,,,,,,,,,,,Slightly toxic,Anemonin,,,,,-,-
ANGBIS-RAD-1,Angelica biserrata (R. H. Shan & C. Q. Yuan) C. Q. Yuan & R. H. Shan,Angelica,biserrata,(R. H. Shan & C. Q. Yuan) C. Q. Yuan & R. H. Shan,,,,Angelica pubescens Maxim. f. biserrata R. H. Shan & C. Q. Yuan,Pubescent Angelica,chong chi dang gui,重齿当归,Du Huo,Angelicae Pubescentis Radix,https://mpns.science.kew.org/mpns-portal/plantDetail?plantId=2639011&query=Angelica+biserrata+%28R.+H.+Shan+%26+C.+Q.+Yuan%29+C.+Q.+Yuan+%26+R.+H.+Shan&filter=&fuzzy=false&nameType=all&dbs=wcsCmp,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200015353,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:914819-1,獨活,Apiaceae,,Terrestrial,Herbaceous,,Perennial,Vascular,,,,Thickets on damp slopes,China,Yes,"China, Korea, Japan","(Central and West China) Anhui, Hubei, Jiangxi, Sichuan, Zhejiang",Not evaluated,Least concern,,No,,,Pharmacopoeia,Root,Angelicae Pubescentis Radix,,,,Yes,"Hubei, Sichuan, Shanxi, Korea",,,Cultivated,Yes,Hubei,"Pungent, bitter",Warm,"Liver, Bladder, kidney","Dispels wind dampness, relieves pain, releases exterior","Anti-inflammatory, analgesic, antipyretic","Acute and chronic musculoskeletal pains, headache, toothache, rheumatism",Safety class 2d,"Osthol, columbianadin",,,,,,
